Date Time,Inlet Gas Pressure (bar),Inlet Gas Temp (°C),Inlet Gas Flow (kg/h),Feed Water Temp (°C),Steam Pressure (bar),Steam Temp (°C),Steam Flow (kg/h),Exhaust Gas Oxygen (%),Exhaust Gas Temp (°C)
10:38:04,13.98,30.37,0,43.63,0.21,166.67,54.33,19.77,91.54
10:38:09,13.98,30.37,0,43.63,0.21,166.67,52.13,19.82,91.54
10:38:14,13.99,30.37,0,43.63,0.21,164.75,51.64,19.94,91.54
10:38:19,13.98,30.37,0,43.69,0.21,164.75,52.86,20.11,92.69
10:38:24,13.98,30.37,0,43.69,0.2,163.62,53.72,20.19,92.69
10:38:29,13.94,30.37,12.9,43.69,0.2,163.62,54.82,20.22,92.86
10:38:34,13.92,30.37,13.38,43.69,0.21,163.62,63.48,16.39,92.86
10:38:39,13.94,30.37,13.58,43.69,0.21,165.57,72.4,8.41,92.86
10:38:44,13.92,30.37,12.17,43.69,0.21,165.57,77.52,6.74,93.05
10:38:49,13.89,30.37,12.26,43.69,0.22,169.56,82.9,5.92,93.05
10:38:54,13.92,30.31,12.38,43.69,0.22,169.56,87.9,5.3,93.09
10:38:59,13.89,30.31,9.97,43.69,0.35,169.56,100.84,4.51,93.09
10:39:04,13.91,30.37,11,43.69,0.39,172.4,141.74,4.1,93.42
10:39:09,13.92,30.37,12.36,43.69,0.41,172.4,157.61,3.95,93.42
10:39:14,13.94,30.37,0,43.69,0.42,174.37,157.73,3.9,93.42
10:39:19,13.96,30.37,0,43.75,0.4,174.37,142.35,11.31,93.99
10:39:24,13.96,30.37,0,43.75,0.42,171.98,142.96,16.72,93.99
10:39:29,13.97,30.37,0,43.75,0.4,171.98,150.9,18.27,95.58
10:39:34,13.95,30.37,0,43.75,0.38,171.98,152,18.81,95.58
10:39:39,13.97,30.37,0,43.75,0.37,167.28,149.92,19.23,95.58
10:39:44,13.97,30.44,0,43.82,0.34,167.28,147.23,19.43,96.77
10:39:49,13.99,30.44,0,43.82,0.34,164.17,143.57,19.58,96.77
10:39:54,13.98,30.44,0,43.75,0.33,164.17,140.89,19.66,97.81
10:39:59,13.99,30.44,0,43.75,0.33,164.17,139.06,19.74,97.81
10:40:04,13.97,30.44,0,43.82,0.37,161.47,143.82,19.8,98.4
10:40:09,13.94,30.44,10.62,43.82,0.41,161.47,164.82,19.85,98.4
10:40:14,13.91,30.44,12.16,43.82,0.43,159.55,180.56,18.06,98.4
10:40:19,13.9,30.44,13.33,43.75,0.51,159.55,206.45,9.13,98.46
10:40:24,13.91,30.44,9.13,43.75,0.54,161.28,220.49,6.86,98.46
10:40:29,13.91,30.44,12.08,43.75,0.55,161.28,222.68,5.84,98.46
10:40:34,13.89,30.44,12.35,43.75,0.58,161.28,220.24,5.34,98.46
10:40:39,13.91,30.44,10.61,43.75,0.61,162.93,221.22,4.65,98.46
10:40:44,13.89,30.48,11.27,43.82,0.63,162.93,222.56,4.1,98.57
10:40:49,13.89,30.48,14.02,43.82,0.65,164.23,224.64,3.94,98.57
10:40:54,13.9,30.48,10.72,43.75,0.67,164.23,227.2,3.86,98.75
10:40:59,13.9,30.48,13.06,43.75,0.69,164.23,228.79,3.82,98.75
10:41:04,13.89,30.44,10.4,43.75,0.7,165.34,231.35,3.8,98.98
10:41:09,13.88,30.48,11.23,43.75,0.71,165.34,234.53,3.77,98.98
10:41:14,13.89,30.48,10.49,43.75,0.72,166.49,237.46,3.76,98.98
10:41:19,13.88,30.48,11,43.75,0.73,166.49,240.26,3.77,99.32
10:41:24,13.88,30.48,10.55,43.75,0.74,167.47,243.07,3.8,99.32
10:41:29,13.88,30.44,11.97,43.75,0.75,167.47,245.76,3.82,99.65
10:41:34,13.89,30.44,9.82,43.75,0.75,167.47,247.96,3.82,99.65
10:41:39,13.9,30.44,10.75,43.75,0.75,168.22,250.27,3.83,99.65
10:41:44,13.88,30.44,11,43.75,0.76,168.22,252.59,3.81,99.99
10:41:49,13.87,30.44,12.33,43.75,0.7,169.16,244.41,3.8,99.99
10:41:54,13.89,30.48,11.89,43.82,0.68,169.16,236.72,3.8,100.41
10:41:59,13.9,30.48,10.86,43.82,0.69,169.16,236.23,3.8,100.41
10:42:04,13.87,30.44,11.42,43.69,0.71,170.33,238.07,3.81,100.8
10:42:09,13.91,30.44,10.25,43.69,0.72,170.33,240.26,3.83,100.8
10:42:14,13.89,30.44,12.56,43.69,0.73,171.29,242.46,3.82,100.8
10:42:19,13.89,30.44,10.93,43.69,0.67,171.29,240.87,3.8,101.2
10:42:24,13.89,30.44,12,43.69,0.65,172.63,227.69,3.79,101.2
10:42:29,13.89,30.44,9.6,43.69,0.66,172.63,224.51,3.8,101.6
10:42:34,13.94,30.44,0,43.69,0.66,172.63,225.98,3.8,101.6
10:42:39,13.94,30.44,0,43.69,0.65,173.99,214.75,5.16,101.6
10:42:44,13.98,30.44,0,43.69,0.63,173.99,194.6,14.1,102.33
10:42:49,13.97,30.44,0,43.69,0.6,170.1,184.47,17.42,102.33
10:42:54,13.95,30.48,0,43.69,0.57,170.1,178.24,18.53,104.15
10:42:59,13.98,30.48,0,43.69,0.55,170.1,173.85,19.01,104.15
10:43:04,13.95,30.48,0,43.69,0.53,165.4,169.58,19.36,105.47
10:43:09,13.97,30.48,0,43.69,0.52,165.4,164.33,19.53,105.47
10:43:14,13.98,30.48,0,43.69,0.5,161.41,159.32,19.63,105.47
10:43:19,13.97,30.48,0,43.88,0.49,161.41,158.59,19.71,105.92
10:43:24,13.94,30.48,0,43.88,0.48,158.17,159.44,19.78,105.92
10:43:29,13.94,30.48,12.7,43.98,0.48,158.17,168.72,19.81,104.42
10:43:34,13.89,30.48,11.08,43.98,0.49,158.17,177.15,11.96,104.42
10:43:39,13.91,30.48,9.82,43.98,0.51,160.57,180.69,7.4,104.42
10:43:44,13.91,30.54,12.86,44.15,0.51,160.57,182.15,6.12,102.45
10:43:49,13.93,30.54,10.67,44.15,0.52,163.23,182.76,5.46,102.45
10:43:54,13.92,30.48,13.53,44.28,0.53,163.23,184.35,4.97,100.03
10:43:59,13.92,30.48,11.96,44.28,0.54,163.23,186.06,4.19,100.03
10:44:04,13.89,30.48,10.25,44.4,0.55,165.27,187.28,3.97,98.04
10:44:09,13.9,30.48,11.86,44.34,0.56,165.27,189.23,3.9,98.04
10:44:14,13.89,30.48,13.57,44.34,0.57,167.16,192.16,3.86,98.04
10:44:19,13.89,30.54,12.75,44.46,0.57,167.16,194.48,3.85,96.43
10:44:24,13.91,30.54,9.53,44.46,0.59,168.81,198.39,3.82,96.43
10:44:29,13.89,30.48,8.64,44.4,0.59,168.81,201.81,3.81,95.03
10:44:34,13.9,30.48,10.12,44.4,0.61,168.81,204.74,3.77,95.03
10:44:39,13.89,30.48,11.58,44.4,0.61,170.27,208.16,3.76,95.03
10:44:44,13.9,30.48,11.64,44.4,0.62,170.27,210.84,3.75,94.09
10:44:49,13.89,30.48,10.85,44.4,0.63,171.8,213.4,3.75,94.09
10:44:54,13.92,30.48,10.81,44.4,0.63,171.8,216.82,3.77,93.42
10:44:59,13.88,30.48,12.61,44.4,0.65,171.8,219.51,3.77,93.42
10:45:04,13.88,30.48,13.59,44.4,0.66,172.92,222.81,3.75,93.05
10:45:09,13.91,30.48,11.11,44.4,0.66,172.92,225.61,3.75,93.05
10:45:14,13.96,30.48,0,44.4,0.65,173.93,215.85,4.88,93.05
10:45:19,13.97,30.48,0,44.34,0.63,173.93,196.07,13.19,92.98
10:45:24,13.95,30.48,0,44.34,0.6,170.1,184.84,17.17,92.98
10:45:29,13.98,30.6,0,44.4,0.58,170.1,178.61,18.4,93.82
10:45:34,13.96,30.6,0,44.4,0.55,170.1,173.85,18.87,93.82
10:45:39,13.98,30.6,0,44.4,0.53,165.5,168.6,19.27,93.82
10:45:44,13.99,30.54,0,44.4,0.52,165.5,163.11,19.44,94.51
10:45:49,13.97,30.54,0,44.4,0.5,161.28,158.1,19.6,94.51
10:45:54,13.97,30.54,0,44.51,0.48,161.28,157.25,19.68,95.22
10:45:59,13.96,30.54,0,44.51,0.47,161.28,158.22,19.76,95.22
10:46:04,13.94,30.6,14.33,44.57,0.47,158.27,165.67,19.81,94.87
10:46:09,13.91,30.6,11.17,44.57,0.48,158.27,174.58,13.19,94.87
10:46:14,13.91,30.6,10.08,44.57,0.49,159.42,179.59,7.91,94.87
10:46:19,13.89,30.6,11.77,44.63,0.5,159.42,182.27,6.46,93.99
10:46:24,13.91,30.6,11.45,44.63,0.51,161.93,183.49,5.79,93.99
10:46:29,13.91,30.6,9.11,44.76,0.52,161.93,184.84,5.21,93.15
10:46:34,13.9,30.6,10.59,44.76,0.53,161.93,185.69,4.31,93.15
10:46:39,13.91,30.6,12.12,44.76,0.53,164.1,186.67,4,93.15
10:46:44,13.9,30.54,11.71,44.69,0.54,164.1,187.89,3.91,92.27
10:46:49,13.91,30.54,0,44.69,0.56,166.05,188.5,3.88,92.27
10:46:54,13.89,30.71,12.81,44.63,0.57,166.05,190.21,3.86,91.75
10:46:59,13.89,30.71,9.87,44.63,0.58,166.05,192.89,3.83,91.75
10:47:04,13.89,30.54,9.86,44.63,0.58,167.87,195.34,3.81,91.38
10:47:09,13.89,30.54,11.87,44.63,0.59,167.87,199.49,3.8,91.38
10:47:14,13.89,30.54,11.6,44.63,0.61,169.33,202.54,3.8,91.38
10:47:19,13.91,30.54,10.62,44.63,0.61,169.33,205.71,3.79,91.15
10:47:24,13.89,30.54,13.97,44.63,0.62,170.81,209.62,3.79,91.15
10:47:29,13.92,30.54,9.66,44.57,0.63,170.88,212.43,3.77,91.15
10:47:34,13.87,30.54,13.47,44.57,0.64,170.88,215.85,3.75,91.15
10:47:39,13.91,30.54,13.25,44.57,0.65,172.28,218.78,3.76,91.15
10:47:44,13.89,30.6,12.33,44.63,0.66,172.28,221.1,3.73,91.21
10:47:49,13.91,30.6,12.94,44.63,0.66,173.51,224.76,3.72,91.21
10:47:54,13.92,30.65,0,44.63,0.67,173.51,224.76,3.74,91.31
10:47:59,13.95,30.65,0,44.63,0.64,173.51,205.71,8.99,91.31
10:48:04,13.95,30.6,0,44.69,0.61,172.21,188.99,15.68,92.21
10:48:09,13.95,30.6,0,44.69,0.59,172.21,181.05,17.85,92.27
10:48:14,13.95,30.6,0,44.69,0.57,167.87,175.31,18.54,92.27
10:48:19,13.97,30.6,0,44.63,0.55,167.87,171.41,19.11,93.42
10:48:24,13.97,30.6,0,44.63,0.53,163.56,166.89,19.37,93.42
10:48:29,13.98,30.6,0,44.63,0.51,163.56,160.66,19.55,94.28
10:48:34,13.97,30.6,0,44.63,0.49,163.56,156.51,19.62,94.28
10:48:39,13.98,30.6,0,44.63,0.48,159.55,155.17,19.72,94.28
10:48:44,13.93,30.71,12.05,44.8,0.48,159.55,159.57,19.79,94.16
10:48:49,13.91,30.71,15.5,44.8,0.48,30.71,171.53,17.15,94.16
10:48:54,13.9,30.71,13.44,44.8,0.49,30.71,178.49,8.8,94.16
10:48:59,13.94,30.71,10.73,44.8,0.5,30.71,180.08,6.83,94.16
10:49:04,13.89,30.65,13.88,44.8,0.51,160.47,182.64,5.76,92.21
10:49:09,13.93,30.65,11.06,44.8,0.52,160.47,183.01,5.15,92.21
10:49:14,13.91,30.65,12.97,44.8,0.52,162.51,183.98,4.44,92.21
10:49:19,13.89,30.65,0,44.8,0.53,162.51,185.08,4,91.1
10:49:24,13.91,30.65,12.55,44.8,0.54,164.33,185.45,3.85,91.1
10:49:29,13.91,30.65,11.88,44.76,0.55,164.33,186.18,3.82,90.23
10:49:34,13.9,30.65,9.94,44.76,0.56,164.33,187.16,3.8,90.23
10:49:39,13.91,30.65,13.02,44.76,0.57,166.11,189.35,3.78,90.23
10:49:44,13.88,30.65,12.4,44.8,0.57,166.11,190.82,3.77,89.6
10:49:49,13.89,30.65,11.75,44.8,0.58,167.8,193.51,3.73,89.6
10:49:54,13.92,30.65,12.17,44.76,0.6,167.8,196.07,3.71,89.16
10:49:59,13.91,30.65,10.7,44.76,0.6,167.8,199.49,3.71,89.16
10:50:04,13.9,30.65,12.41,44.76,0.61,169.29,202.42,3.71,88.87
10:50:09,13.87,30.65,13.63,44.76,0.62,169.29,205.47,3.71,88.87
10:50:14,13.88,30.65,10.82,44.76,0.63,170.56,208.4,3.71,88.87
10:50:19,13.89,30.65,11.8,44.69,0.64,170.56,211.09,3.69,88.74
10:50:24,13.88,30.65,13.66,44.69,0.63,171.67,213.16,3.67,88.74
10:50:29,13.87,30.6,11.23,44.69,0.65,171.67,215.48,3.67,88.8
10:50:34,13.88,30.6,11.29,44.69,0.66,171.67,218.04,3.67,88.8
10:50:39,13.91,30.6,13.59,44.69,0.66,172.86,220.49,3.66,88.8
10:50:44,13.9,30.6,10.03,44.69,0.67,172.86,223.29,3.65,88.93
10:50:49,13.9,30.6,0,44.69,0.68,173.87,225,3.66,88.93
10:50:54,13.98,30.71,0,44.69,0.65,173.87,208.77,7.12,89.16
10:50:59,13.97,30.71,0,44.69,0.62,173.87,190.09,14.35,89.16
10:51:04,13.98,30.71,0,44.69,0.59,170.75,181.66,17.65,90.29
10:51:09,13.97,30.71,0,44.69,0.57,170.75,176.41,18.53,90.29
10:51:14,13.95,30.71,0,44.69,0.55,166.11,171.29,19.06,90.29
10:51:19,13.98,30.71,0,44.69,0.53,166.11,165.3,19.33,91.38
10:51:24,13.98,30.71,0,44.69,0.52,161.87,160.66,19.52,91.38
10:51:29,13.98,30.71,0,44.76,0.5,161.87,157.61,19.62,92.27
10:51:34,13.97,30.71,0,44.76,0.49,161.87,156.76,19.72,92.27
10:51:39,13.95,30.71,0,44.76,0.47,158.5,157.98,19.78,92.27
10:51:44,13.9,30.71,12.21,44.8,0.48,158.5,169.94,19.14,91.98
10:51:49,13.94,30.71,10.45,44.8,0.49,158.5,177.51,10.25,91.98
10:51:54,13.91,30.75,12.85,44.92,0.5,158.5,181.05,7.22,91.31
10:51:59,13.89,30.75,13.04,44.92,0.51,158.5,183.49,6.01,91.31
10:52:04,13.9,30.71,11.9,44.86,0.52,160.86,184.23,5.34,90.69
10:52:09,13.88,30.71,10.09,44.86,0.52,160.86,184.47,4.65,90.69
10:52:14,13.92,30.71,11,44.86,0.53,163.23,185.81,4.07,90.69
10:52:19,13.91,30.71,11.2,44.8,0.54,163.23,186.91,3.91,90.04
10:52:24,13.89,30.71,9.06,44.8,0.55,165.17,187.64,3.86,90.04
10:52:29,13.89,30.71,10.44,44.86,0.57,165.17,188.38,3.85,89.77
10:52:34,13.89,30.71,9.81,44.86,0.57,165.17,189.6,3.83,89.77
10:52:39,13.89,30.71,12.94,44.86,0.58,166.99,191.67,3.83,89.77
10:52:44,13.89,30.71,8.99,44.8,0.59,166.99,194.48,3.83,89.6
10:52:49,13.89,30.71,14.81,44.8,0.6,168.58,197.9,3.82,89.6
10:52:54,13.9,30.65,12.34,44.76,0.61,168.58,200.83,3.82,89.49
10:52:59,13.89,30.65,12.24,44.76,0.61,168.58,204.37,3.81,89.49
10:53:04,13.89,30.75,10.26,44.8,0.62,170.04,207.42,3.82,89.64
10:53:09,13.88,30.75,8.72,44.8,0.63,170.04,210.84,3.82,89.64
10:53:14,13.89,30.75,11.62,44.8,0.64,171.42,214.02,3.82,89.64
10:53:19,13.91,30.71,11.61,44.76,0.65,171.42,216.7,3.81,89.83
10:53:24,13.9,30.71,13.41,44.76,0.65,172.7,218.65,3.82,89.83
10:53:29,13.87,30.71,11.9,44.8,0.66,172.7,221.58,3.81,90
10:53:34,13.89,30.71,0,44.8,0.67,172.7,224.03,3.82,90
10:53:39,13.93,30.71,0,44.8,0.67,173.87,221.34,3.83,90
10:53:44,13.98,30.71,0,44.76,0.64,173.87,200.95,10.55,90.39
10:53:49,13.95,30.71,0,44.76,0.61,170.56,186.06,16.26,90.39
10:53:54,13.98,30.71,0,44.76,0.58,170.56,179.71,17.96,91.65
10:53:59,13.97,30.71,0,44.76,0.56,170.56,174.22,18.61,91.65
10:54:04,13.96,30.71,0,44.76,0.54,166.17,169.33,19.1,92.86
10:54:09,13.96,30.71,0,44.76,0.52,166.17,163.84,19.36,92.86
10:54:14,13.97,30.71,0,44.76,0.51,161.93,159.93,19.52,92.86
10:54:19,14,30.75,0,44.76,0.49,161.93,157.98,19.63,93.82
10:54:24,14,30.75,0,44.76,0.48,158.23,157.37,19.7,93.82
10:54:29,13.94,30.71,12.36,44.8,0.48,158.23,164.08,19.75,93.32
10:54:34,13.91,30.71,13.73,44.8,0.49,158.23,174.83,14.49,93.32
10:54:39,13.91,30.71,14.1,44.8,0.51,159.17,180.2,8.33,93.32
10:54:44,13.93,30.75,11.27,44.92,0.51,159.17,183.25,6.75,92.69
10:54:49,13.92,30.75,12.51,44.92,0.53,161.87,184.71,5.82,92.69
10:54:54,13.89,30.75,11.53,44.86,0.53,161.87,186.3,5.27,91.94
10:54:59,13.9,30.75,13.29,44.86,0.54,161.87,186.67,4.43,91.94
10:55:04,13.92,30.71,12.28,44.8,0.55,164.1,187.89,4.03,91.31
10:55:09,13.9,30.71,12.64,44.8,0.57,164.1,188.62,3.89,91.31
10:55:14,13.89,30.71,12.4,44.8,0.57,166.11,189.96,3.85,91.31
10:55:19,13.91,30.71,12.17,44.8,0.58,166.11,192.16,3.82,91
10:55:24,13.88,30.71,12.97,44.8,0.59,168.03,194.6,3.81,91
10:55:29,13.87,30.71,11.47,44.76,0.6,168.03,196.92,3.78,90.75
10:55:34,13.89,30.71,11.84,44.76,0.61,168.03,200.95,3.77,90.75
10:55:39,13.88,30.71,11.94,44.76,0.61,169.62,204.49,3.77,90.75
10:55:44,13.88,30.75,14.3,44.8,0.62,169.62,208.16,3.78,90.75
10:55:49,13.89,30.75,11.7,44.8,0.63,171.04,210.35,3.8,90.75
10:55:54,13.88,30.71,11.3,44.8,0.64,171.04,213.89,3.81,90.81
10:55:59,13.89,30.71,12.55,44.8,0.65,171.04,216.7,3.78,90.81
10:56:04,13.89,30.71,12.61,44.8,0.65,172.4,219.14,3.76,90.87
10:56:09,13.9,30.71,12.75,44.8,0.66,172.4,220.49,3.75,90.87
10:56:14,13.88,30.71,10.2,44.8,0.66,173.22,220.24,3.74,90.87
10:56:19,13.89,30.71,10.88,44.86,0.67,173.22,220.12,3.73,90.69
10:56:24,13.87,30.71,13.74,44.86,0.66,173.34,218.9,3.71,90.69
10:56:29,13.89,30.71,11.6,44.86,0.66,173.34,216.34,3.72,90.1
10:56:34,13.89,30.71,12.87,44.86,0.66,173.34,215.11,3.71,90.1
10:56:39,13.9,30.71,10.11,44.86,0.66,172.92,214.14,3.71,90.1
10:56:44,13.89,30.71,10.44,44.92,0.66,172.92,214.38,3.71,89.49
10:56:49,13.89,30.71,11.05,44.92,0.66,172.8,214.63,3.71,89.49
10:56:54,13.89,30.71,12.63,44.92,0.66,172.8,215.36,3.72,88.99
10:56:59,13.92,30.71,11.44,44.92,0.65,172.8,216.7,3.71,88.99
10:57:04,13.91,30.75,10.25,44.99,0.66,173.03,217.68,3.71,88.51
10:57:09,13.89,30.75,0,44.99,0.67,173.03,219.63,3.71,88.51
10:57:14,13.89,30.75,13.03,44.99,0.67,173.57,221.71,3.69,88.51
10:57:19,13.89,30.75,0,44.86,0.68,173.57,222.2,3.68,88.28
10:57:24,13.95,30.75,0,44.86,0.64,172.76,205.96,7.45,88.28
10:57:29,13.97,30.75,0,44.86,0.6,172.76,187.77,13.64,88.57
10:57:34,13.97,30.75,0,44.86,0.57,172.76,179.1,17.63,88.57
10:57:39,13.96,30.75,0,44.86,0.56,168.16,174.46,18.45,88.57
10:57:44,13.96,30.81,0,44.86,0.52,168.16,170.06,18.92,89.37
10:57:49,13.97,30.81,0,44.86,0.51,163.75,164.57,19.3,89.37
10:57:54,13.96,30.75,0,44.86,0.5,163.75,160.66,19.45,90.1
10:57:59,13.97,30.75,0,44.86,0.49,163.75,159.32,19.57,90.1
10:58:04,13.97,30.88,0,44.92,0.48,160.15,161.15,19.66,90.69
10:58:09,13.93,30.88,10.4,44.92,0.48,160.15,164.82,19.72,90.62
10:58:14,13.91,30.88,11.17,44.92,0.49,158.23,175.8,17.45,90.62
10:58:19,13.91,30.88,12.24,44.92,0.5,158.23,181.78,9.11,90.29
10:58:24,13.89,30.88,11.75,44.92,0.51,160.63,184.59,6.88,90.29
10:58:29,13.92,30.81,9.84,44.99,0.52,160.63,186.06,5.86,89.7
10:58:34,13.89,30.81,13.03,44.99,0.53,160.63,186.79,5.25,89.7
10:58:39,13.91,30.81,13.12,44.99,0.53,163.23,187.89,4.46,89.7
10:58:44,13.89,30.81,11.87,44.99,0.55,163.23,188.5,3.98,88.99
10:58:49,13.89,30.81,11.9,44.99,0.55,165.21,189.11,3.84,88.99
10:58:54,13.88,30.81,14.44,44.99,0.56,165.21,189.84,3.77,88.51
10:58:59,13.89,30.81,9.75,44.99,0.51,165.21,177.51,3.75,88.51
10:59:04,13.9,30.81,12.11,44.99,0.51,167.51,173.73,3.75,88.16
10:59:09,13.89,30.75,11.42,44.99,0.52,167.51,175.19,3.76,88.16
10:59:14,13.91,30.75,11.79,44.99,0.52,169.52,178.49,3.78,88.16
10:59:19,13.9,30.88,13.7,44.99,0.54,169.52,182.4,3.78,88.03
10:59:24,13.89,30.88,9.58,44.99,0.42,171.73,171.77,3.79,88.03
10:59:29,13.86,30.88,12.67,44.92,0.43,171.73,152.85,3.77,88.03
10:59:34,13.94,30.88,0,44.92,0.44,171.73,149.68,3.8,88.03
10:59:39,13.92,30.88,0,44.92,0.43,174.41,136.49,5.83,88.03
10:59:44,13.93,30.88,0,44.92,0.43,174.41,117.81,13.13,88.28
10:59:49,13.95,30.88,0,44.92,0.42,171.67,106.58,17.54,88.28
10:59:54,13.94,30.88,0,44.92,0.42,171.67,103.16,18.37,89.37
10:59:59,13.95,30.88,0,44.92,0.4,171.67,101.09,18.86,89.37
11:00:04,13.94,30.94,0,44.86,0.52,168.64,108.17,19.22,90.04
11:00:09,13.94,30.88,0,44.86,0.48,168.64,138.08,19.42,90.04
11:00:14,13.95,30.88,0,44.86,0.47,164.88,135.27,19.54,90.04
11:00:19,13.94,30.94,0,44.99,0.45,164.88,132.1,19.61,90.52
11:00:24,13.95,30.94,0,44.99,0.45,161.47,129.9,19.69,90.52
11:00:29,13.98,30.98,0,44.99,0.44,161.47,126.85,19.77,91.04
11:00:34,13.93,30.98,11.26,44.99,0.47,161.47,134.54,19.8,91.04
11:00:39,13.92,30.98,12.46,44.99,0.48,158.1,148.82,19.86,91.04
11:00:44,13.9,30.94,12.81,45.05,0.49,158.1,155.9,12.36,90.29
11:00:49,13.92,30.94,13.65,45.05,0.5,160.34,161.4,7.5,90.29
11:00:54,13.89,30.94,10.47,45.05,0.51,160.34,166.04,6.13,89.7
11:00:59,13.89,30.94,12.39,45.05,0.52,160.34,169.09,5.41,89.7
11:01:04,13.92,30.88,13.74,45.05,0.52,162.58,171.9,4.95,89.2
11:01:09,13.89,30.88,13.08,45.05,0.53,162.58,174.7,4.13,89.2
11:01:14,13.89,30.88,11.81,45.05,0.54,164.63,177.88,3.93,89.2
11:01:19,13.91,30.88,15.39,44.99,0.53,164.63,175.07,3.85,88.8
11:01:24,13.89,30.88,12.86,44.99,0.53,166.67,176.9,3.8,88.8
11:01:29,13.89,30.81,9.6,45.05,0.55,166.67,180.08,3.79,88.7
11:01:34,13.9,30.81,11.44,45.05,0.5,166.67,178.73,3.8,88.7
11:01:39,13.88,30.81,13.79,45.05,0.51,168.99,173.24,3.81,88.7
11:01:44,13.87,30.94,13.77,44.99,0.51,168.99,175.07,3.78,88.64
11:01:49,13.89,30.94,10.86,44.99,0.52,170.98,178.12,3.75,88.64
11:01:54,13.89,30.94,0,44.99,0.53,170.98,181.17,3.74,88.7
11:01:59,13.92,30.94,11.89,44.99,0.49,170.98,174.83,3.74,88.7
11:02:04,13.91,30.94,10.53,44.99,0.5,173.09,173.48,3.75,88.87
11:02:09,13.95,30.94,0,44.99,0.49,173.09,178.85,3.76,88.87
11:02:14,13.94,30.94,0,44.99,0.48,173.15,159.44,11.01,88.87
11:02:19,13.98,30.81,0,44.92,0.47,173.15,142.84,16.42,89.7
11:02:24,13.95,30.81,0,44.92,0.46,169.33,136.61,18.06,89.7
11:02:29,13.95,30.94,0,44.92,0.45,169.33,132.71,18.62,90.94
11:02:34,13.95,30.94,0,44.92,0.52,169.33,129.78,19.11,90.94
11:02:39,13.98,30.94,0,44.92,0.51,165.5,149.92,19.37,90.94
11:02:44,13.95,30.98,0,44.99,0.49,165.5,154.32,19.53,91.71
11:02:49,13.98,30.98,0,44.99,0.48,161.51,151.87,19.6,91.71
11:02:54,13.98,30.98,0,45.05,0.47,161.51,149.19,19.7,92.75
11:02:59,13.98,30.98,0,45.05,0.46,161.51,147.72,19.78,92.75
11:03:04,13.9,30.98,11.96,44.99,0.46,158.46,154.32,19.81,92.75
11:03:09,13.91,30.98,13.05,44.99,0.47,158.46,162.86,13.09,92.75
11:03:14,13.94,30.98,12.73,44.99,0.48,159.86,168.11,7.78,92.75
11:03:19,13.9,30.98,12.04,45.05,0.48,159.86,170.8,6.47,92.17
11:03:24,13.92,30.98,12.48,45.05,0.5,30.98,173.85,5.57,92.17
11:03:29,13.91,30.98,12.03,45.05,0.51,30.98,175.68,5,92.17
11:03:34,13.89,30.98,13.8,45.05,0.51,30.98,177.88,4.17,92.17
11:03:39,13.9,30.98,14.06,45.05,0.52,164.69,179.59,3.93,92.17
11:03:44,13.87,30.88,14.36,45.09,0.54,164.69,180.93,3.82,90.69
11:03:49,13.89,30.88,11.64,45.09,0.55,166.67,184.23,3.77,90.69
11:03:54,13.88,30.94,11.77,45.09,0.55,166.67,186.79,3.74,90.16
11:03:59,13.91,30.94,11.77,45.09,0.56,166.67,190.82,3.74,90.16
11:04:04,13.91,30.94,12.62,45.09,0.56,168.41,195.21,3.74,89.93
11:04:09,13.9,30.94,11.43,45.05,0.57,168.41,198.14,3.74,89.93
11:04:14,13.92,30.94,11.57,45.05,0.58,170,201.93,3.74,89.93
11:04:19,13.89,30.94,9.62,45.09,0.59,170,204.86,3.72,89.7
11:04:24,13.88,30.94,11.46,45.09,0.6,171.36,207.54,3.71,89.7
11:04:29,13.89,30.88,13.22,45.05,0.61,171.36,210.11,3.71,89.7
11:04:34,13.89,30.88,11.71,45.05,0.61,171.36,210.35,3.69,89.7
11:04:39,13.87,30.88,0,45.05,0.61,172.34,209.86,3.71,89.7
11:04:44,13.89,30.88,12.67,45.09,0.61,172.34,208.28,3.69,89.54
11:04:49,13.89,30.88,10.32,45.09,0.61,172.34,206.69,3.71,89.54
11:04:54,13.91,30.88,11.67,45.09,0.6,172.34,205.84,3.71,89.03
11:04:59,13.89,30.88,12.29,45.09,0.61,172.34,205.47,3.72,89.03
11:05:04,13.89,30.88,9.39,45.09,0.6,172.15,205.84,3.71,88.47
11:05:09,13.86,30.88,12.29,45.09,0.61,172.15,207.54,3.69,88.47
11:05:14,13.88,30.88,11.31,45.09,0.6,172.28,209.25,3.7,88.47
11:05:19,13.88,30.94,11.5,45.15,0.61,172.28,209.99,3.69,88.09
11:05:24,13.9,30.94,11.41,45.15,0.61,172.8,211.7,3.67,88.09
11:05:29,13.89,30.94,10.85,45.15,0.61,172.8,213.28,3.65,87.76
11:05:34,13.9,30.94,10.53,45.15,0.61,172.8,215.24,3.64,87.76
11:05:39,13.87,30.94,11.91,45.15,0.63,173.47,217.07,3.65,87.76
11:05:44,13.91,30.94,0,45.09,0.63,173.47,216.58,3.67,87.59
11:05:49,13.92,30.94,0,45.09,0.6,172.8,196.92,8.25,87.59
11:05:54,13.91,30.98,0,45.09,0.57,172.8,181.05,15.37,88.03
11:05:59,13.94,30.98,0,45.09,0.56,172.8,174.58,17.6,88.03
